label,text
1,"EC DRIVING TO CAPTURE BRAZIL WHEAT MARKET - USDA
  The European Community, EC, sold
  75,000 tonnes of soft wheat at a subsidized price of between 85
  and 89 dlrs per tonne FOB for March delivery in a continuing
  bid to establish itself in the Brazilian wheat market, the U.S.
  Agriculture Department said.
      The sale sharply undercut the U.S. offer of 112 dlrs per
  tonne FOB for 33,000 tonnes of wheat, it said in its latest
  report on Export Markets for U.S grains.
      EC sales to Brazil total about 225,000 tonnes during
  1986/87 (July-June) in stark contrast to only 50,000 tonnes in
  the 1985/86 season, it said.
      The increasing presence of EC wheat in Brazil comes at a
  time when the Brazilian Wheat Board, BWB, expects the wheat
  import market will expand to 3.4 mln tonnes from the current
  forecast of 3.0 mln in the 1986/87 year.
      The BWB cites record consumption and an eventual decline in
  domestic production, and says government plans to lower the
  guaranteed price of wheat from 242 dlrs per tonne to 180 dlrs
  will contribute to greater import demand, the USDA said.
      It said the BWB expects the U.S. to be major supplier of
  the additional 400,000 tonnes, but commitments for purchase of
  U.S. wheat through two-thirds of 1986/87 year total only
  600,000 tonnes versus 700,000 a year ago.
  

"
1,"CHINA JANUARY WHEAT/SUGAR IMPORTS BELOW YEAR AGO
  China's wheat imports in January were
  218,000 tonnes, down from 393,000 in January 1986, the China
  Daily Business Weekly said, quoting customs figures.
      It said imports of sugar were 25,165 tonnes, down from
  54,000, but exports of rice rose to 71,144 tonnes from 20,000.
  It gave no more details.
  

"
0,"U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 13,417 WHEAT 12,003 CORN 27,623

  U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 13,417 WHEAT 12,003 CORN 27,623
  

"
0,"U.S. EXPORTERS REPORT 150,000 TONNES CORN  SOLD TO UNKNOWN DESTINATIONS FOR 1986/87

  U.S. EXPORTERS REPORT 150,000 TONNES CORN  SOLD TO UNKNOWN DESTINATIONS FOR 1986/87
  

"
1,"USSR SEEN LIKELY TO HONOR CORN COMMITMENT
  The Soviet Union will likely honor
  its commitment with the United States to buy a minimum of four
  mln tonnes of corn this year, an Agriculture Department
  official said.
      ""They have always honoured the agreement, and there's no
  reason now to think they won't this year,"" he told Reuters.
      ""They have an aggressive buying campaign from the European
  Community, from Canada, from the U.S. They're active buyers
  from all sources at this point,"" the official said in
  explaining why the Department raised its Soviet grain imports
  estimate today by three mln tonnes to 26 mln tonnes.
      This is a dramatic shift from just a few months ago when
  analysts were saying the USSR might not buy any U.S. corn for
  the first time in 15 years.
      A drawdown of corn supplies in China and Argentina, concern
  over Soviet winter crops, and increasing competition for U.S.
  corn were all cited as possible factors in creating Moscow's
  recent interest.
      Lower corn production prospects in some major supplying
  countries have stirred activity from big buyers such as Japan,
  and the Soviets are also closely watching the situation, the
  official said.
      ""The Soviets will try to out-capitalize the capitalists""
  and buy corn before prices get too high, the official said. ""As
  soon as they need corn, they'll buy it,"" he added.
      USDA has confirmed one mln tonnes of corn sold to the
  Soviet Union, but both U.S. and Soviet analysts have said the
  purchases stand at 1.5 mln tonnes.
      The USDA official would not speculate on when the Soviets
  would enter the U.S. market again.
      ""There has definitely been an evolving mind set -- from the
  situation of slow grain buying a couple months ago to one of
  frenetic buying now,"" the official said.
      However, the situation in wheat is ""a different story,"" he
  said. Greater world supplies of wheat, heavier Soviet purchase
  commitments and less competitive U.S. wheat prices make Soviet
  purchases of U.S. wheat less likely, he said.
      Speculation has continued for several days that the U.S.
  is considering making an export bonus wheat subsidy offer to
  the Soviets, but U.S. officials have provided no confirmation.
  

"
1,"TUNISIA TENDER EXPECTED FOR 100,000 TONNES WHEAT
  Tunisia is expected to tender shortly for
  100,000 tonnes of soft wheat for shipment between April and
  June, covered by COFACE export credits, trade sources said.
      Over 300,000 tonnes of French soft wheat have been sold to
  Tunisia since the beginning of the 1986/87 campaign, of which
  225,000 to 250,000 tonnes have already been shipped, they said.
  

"
0,"CANADA UPHOLDS COUNTERVAIL DUTY ON U.S. CORN
  The Canadian Import Tribunal ruled today
  subsidized U.S. corn imports were injurious to Canadian growers
  and upheld a countervailing duty of 84.9 U.S. cts a bushel set
  earlier this year.
      The ruling is the result of trade action launched in 1985
  by the Ontario Corn Producers Association that contended U.S.
  subsidies were driving American corn prices below Canadian
  production costs.
      A spokesman for the Department of Revenue said a study of
  the level of the duty will be undertaken in the next six months
  to determine if it should be adjusted.
  

"
1,"PARIS TRADE DETAILS EC GRAIN TENDER RESULT
  The EC Commission rejected all bids for
  free market bread-making and feed wheat and all bids for the
  special West German tender at today's weekly EC cereals tender,
  trade sources said here.
      It granted export licences for 123,000 tonnes of free
  market barley at a maximum rebate of 138.75 Ecus per tonne and
  25,000 tonnes of maize at a maximum rebate of 133.75 Ecus, they
  said.
      Licences for 100,000 tonnes of the barley were awarded to
  French trade houses, they added.
  

"
1,"AWB CALLS FOR TIGHTER WHEAT QUALITY CONTROLS
  Australia is risking wheat export
  sales by not providing enough specific quality grades to meet
  buyer requirements, the Australian Wheat Board (AWB) said.
      ""Many AWB customers are becoming increasingly quality
  conscious, demanding strict adherence to contractual quality
  specifications,"" the board said in a submission to the Royal
  Commission into Grain Storage, Handling and Transport.
      ""Many of the specifications are more specific than the
  current categories used in Australia,"" it said.
      The commission is trying to identify ways of saving costs
  and boosting efficiency of the grain handling system.
      Australia must rely on quality to retain its wheat market
  share because its competitors are supplying cheaper but
  lower-quality grades, the AWB submission said.
      It stressed the need to segregate wheat categories at every
  stage from receival to shipping.
      Better industrial relations at grain terminals, more
  uniform transport systems across the states and extensive stock
  control were vital to improved marketing, it said.
      The submission also said Australia's federal system impeded
  the AWB's role of coordinating and managing the marketing of
  wheat.
      The AWB called for an end to physical and legislative
  constraints at state borders that prevent the efficient
  transport of grains to other states for shipment.
      ""It is essential that wheat moves by the most economic mode
  to the nearest efficient port, irrespective of the state in
  which the wheat is grown or stored,"" it said.
      For example, wheat grown in northern New South Wales (NSW)
  might move more efficiently to Brisbane, in Queensland, than to
  Sydney or Newcastle in New South Wales, it said. Similarly,
  southern NSW wheat might better be shipped to Portland or
  Geelong, in Victoria.
      Legislation giving state rail authorities a monopoly over
  grain shipments was one notable impediment, it said.
      The AWB said the current approach of state-based bulk
  handling authorities is not essential, although it said it
  favoured the authorities maintaining at least their current
  level of control of storage and transport as long as quality
  was maintained.
      An appendix on port loading costs showed it cost between
  26,500 and 34,700 U.S. Dlrs to load a 50,000-tonne vessel at
  various Australian ports compared with 21,200 dlrs at Houston
  and 16,300 at Port Cartier, Quebec, for a 60,000-tonner.
  

"
0,"USDA REPORTS 10.572 MLN ACRES IN CONSERVATION
  The U.S. Agriculture Department has
  accepted 10,572,402 more acres of highly erodable cropland into
  the Conservation Reserve Program, USDA announced.
      In the latest signup, farmers on 101,020 farms submitted
  bids on a total of 11,254,837 acres.
      The accepted bids for annual rental payments ranged up to
  90 dlrs per acre with an average of 51.17 dlrs per acre.
      Land entered into the Conservation Reserve Program will be
  ineligible for farming for ten years and must be planted with
  permanent vegetative cover.
      Producers enrolled 1,894,764 acres of corn base acreage in
  the conservation program to take advantage of a corn ""bonus""
  rental payment that was offered by USDA.
      The corn bonus, to be paid in generic comodity
  certificates, amounts to two dlrs per bushel, based on the ASCS
  program payment yield for corn, for each acre of corn based
  accepted into the reserve.
      The state showing the biggest enrollment in the
  conservation program during this signup was Texas with
  approximately 1.225 mln acres, followed by Iowa with 1.030 mln
  acres, Minnesota with 890,000 acres, Montana 875,000 acres, and
  Kansas with 842,000 acres.
      Other states showing big enrollment were Missouri with
  646,000 acres, North Dakota with 588,000 acres, and Nebraska
  with 554,000 acres.
      In the corn belt states of Illinois and Indiana, 217,000
  acres and 116,000 acres respectively were enrolled.
      Farm land signed up to date in the conservation program
  totals 19,488,587 acres. Bids on the previous signups ranged up
  to 90 dlrs per acre with an average of 45.52 dlrs.
  

"
1,"U.S. CERTIFICATES TO PROVIDE WHEAT/CORN SUPPLIES
  From April through December 1986,
  the Commodity Credit Corporation (CCC) issued 3.85 billion dlrs
  worth of generic certificates and about 1.8 billion had not
  been exchanged by January 1, 1987, the U.S. Agriculture
  Department said.
      The department said an additional 4.3 billion dlrs in
  certificates has been authorized for issuance during
  January-August, 1987.
      These certificates will provide ample free supplies of corn
  and wheat for the remainder of the crop year, the department
  said in a summary of its Agricultural Outlook report.
      Freeing of stocks through certificates is making U.S. grain
  more competitive on world markets, it said.
      The department said last summer, for example, certificates
  were exchanged for 215 mln bushels of corn. This helped
  increase marketable supplies, so farm-level corn prices
  averaged about two dlrs per bushel -- somewhat lower than they
  would have otherwise.
      The lower prices probably led to an increase in usage of 40
  to 50 mln bushels, it said.
      The department said government spending on farm programs in
  fiscal year 1987 is projected to fall half a billion dlrs from
  1986's 25.8 billion dlrs.
      During 1988 and 1989, the cost escalation of the first half
  of the 1980's will reverse. If current policy remains in force,
  annual farm program spending by 1992 will be down from last
  year's record by more than eight billion dlrs, it said.
      The department said the President's budget proposals for
  1988-1992 would cut farm program spending an additional 24
  billion dlrs.
      In 1987, foreign economic growth is expected to remain
  close to 2.6 pct, the same as in 1986, but above the 2.4 pct
  average of 1980-86, it said.
      Partially because of this improvement, U.S. export volume
  is expected to rise in fiscal 1987 for the frist time in seven
  years, the department said.
  

"
1,"WEATHER HURTING YUGOSLAV WHEAT - USDA REPORT
  Unfavorable late winter weather
  conditions in the main wheat growing areas of Yugoslavia
  indicate dimmed prospects for the emerging winter wheat crop,
  the U.S. embassy's agricultural officer in Belgrade said.
      The officer, who travelled through an area from Belgrade to
  Subotica, said in a field report dated March 27 the wheat crop
  had been set back at least three weeks because of a cold spell
  that followed a period of warm weather.
      He said unseasonably warm weather in late February that
  brought the wheat crop out of winter dormancy early was
  followed by three weeks of unusually cold weather.
      Damaging effects were seen in the fields, most of which
  show stands with a yellow-brown cast indicating extensive leaf
  and possible root damage from repeated freezings, he said.
      The report said that since much of the early growth in
  February was from late seeding rather than from normal
  development, his view was that the damage may be more extensive
  than some local observers say.
      The most seriously affected fields were late-seeded fields
  on normal maize soils. Stands in these fields were thin and
  chances of recovery appeared less favorable, he said.
      However, he said soil moisture conditions were favorable
  and many of the fields had already been top-dressed, which
  would aid recovery.
  

"
1,"USDA COMMENTS ON EXPORT SALES REPORT
  Corn sales of 2,806,300 tonnes in
  the week ended March 19 were the highest level since
  mid-November, 1979, the U.S. Agriculture Department said.
      The department said the USSR dominated the week's activity
  with purchases of 1.4 mln tonnes (which were earlier reported
  under the daily reporting system). Other large increaes were
  posted for Japan and unknown destinations, it said.
      Taiwan purchased 296,300 tonnes for the 1986/87 season and
  170,000 tonnes for the 1987/88 season, it said.
      Wheat sales of 317,200 tonnes for the current season and
  125,000 tonnes for the 1987/88 season were down about one-third
  from the preceding week and the four-week average.
      Wheat sales to China of 60,000 tonnes were switched from
  1986/87 to the 1987/88 season, it noted.
      Soybean sales of 483,100 tonnes were 11 pct above the prior
  week and two-thirds above the four-week average.
      Japan, the Netherlands, Mexico and Portugal were the main
  buyers, the department said.
      Soybean cake and meal sales of 289,400 tonnes were
  two-thirds above the previous week and the largest of the
  marketing year, with Venezuela the dominant purchaser.
      Sales activity in soybean oil resulted in decreases of
  4,400 tonnes, as reductions for unknown destinations more than
  offset increases for Canada, the Dominican Republic and Panama,
  the department said.
      Cotton sales of 57,900 running bales -- 43,800 bales for
  the current year and 14,200 bales for the 1987/88 season --
  were off 25 pct from the previous week and 50 pct from the
  four-week average.
      Turkey, Thailand, South Korea and Canada were the major
  buyers for the current season, while Thailand, Britain and
  Japan were the major purchasers from the upcoming season, the
  department said.
       Sorghum sales of 178,800 tonnes were two-thirds above the
  prior week and 75 pct over the four-week average.
      Venezuela was the leading buyer it said.
      Sales of 41,800 tonnes of barley were 10 times the previous
  week and 10 pct greater than  the four-week average. Israel,
  Cyprus and Saudi Arabia were the main buyers, it said.
  

"
1,"USDA REPORTS CORN SWITCHED TO USSR
  The U.S. Agriculture Department said
  private U.S. exporters reported 200,000 tonnes of corn
  previously to unknown destinations have been switched to the
  Soviet Union.
      The corn is for delivery during the 1986/87 marketing year
  and under the fourth year of the U.S.-USSR Long Term Grain
  Supply Agreement.
      The marketing year for began September 1.
      Sales of corn to the USSR for delivery during the fourth
  year of the agreement -- which began October 1, 1986 -- now
  total 2,600,000  tonnes, it said.
      In the third agreement year sales totaled 6,960,700 tonnes
  -- 152,600 tonnes of wheat and 6,808,100 tonnes of corn.
  

"
1,"TRADE SEES STEADY CORN/WHEAT EXPORT INSPECTIONS
  The USDA's weekly export inspection
  report is expected to show steady corn and wheat exports and
  lower soybean exports, according to CBT floor traders'
  forecasts.
      Traders projected soybean exports at 16 mln to 18 mln
  bushels, down from 18.6 mln bushels a week ago and 20.3 mln
  bushels a year ago.
      Corn guesses ranged from 22 mln to 26 mln bushels, compared
  with 25.2 mln bushels a week ago and 22.4 million bushels a
  year ago.
      Wheat guesses ranged from 13 mln to 17 mln bushels,
  compared with 16.8 mln bushels a week ago and 13.4 mln bushels
  a year ago.
  

"
1,"U.S. WILLING TO TALK TO MOSCOW ON WHEAT PRICE
  U.S. Agriculture undersecretary Dan
  Amstutz indicated the United States is willing talk with the
  Soviet Union about the competitiveness of U.S. wheat prices but
  would not discuss making U.S. wheat prices ""cheap.""
      ""There sometimes is a difference between being competitive
  and being cheap,"" Amstutz told a Senate Agriculture
  Appropriations hearing.
      Amstutz said the difference of opinion between Moscow and
  Washington last summer on the level of the U.S. subsidy offered
  on wheat to the Soviet Union, was over whether the U.S. wheat
  price was competitive or cheap.
      ""I think there is a (U.S.) willingness to explore this
  issue as it pertains to competitiveness,"" Amstutz said.
      However, Amstutz added that the United States would not be
  willing to discuss wheat prices with Moscow ""if the issue is
  being cheap.""
      Asked later by a reporter what he meant by the distinction
  between competitive and cheap, Amstutz would not elaborate.
      Amstutz said it is the U.S. judgment that the long-term
  grain agreement between the two countries calls for Moscow to
  buy at least four mln tonnes each of wheat and corn annually at
  ""prices in effect in this country.""
      Amstutz made the comments in response to a question from
  Sen. Charles Grassley, R-Iowa, about expanding the export
  enhancement program to include grain sales to the Soviet Union.
  

"
0,"DENG SETS LIMIT TO CHINA GRAIN IMPORTS, PAPER SAYS
  China's top leader Deng Xiaoping said
  China must not import more than 10 mln tonnes of grain, Ming
  Pao newspaper of Hong Kong said.
      Customs figures show that China imported 7.73 mln tonnes of
  grain in 1986, up from 5.97 mln in 1985 but down from a record
  16.15 mln in 1982.
      The newspaper quoted Deng as saying that grain output is
  one of several key issues that will influence the whole
  development of the economy. It did not give the context of his
  remarks. The 1987 grain production target is 405 mln, up from
  391 mln in 1986.
      The newspaper quoted Deng as saying that the situation has
  reached the point where ""pigs are not fed, there is not enough
  grain and increases in output have slowed.""
      ""We should in our overall economic planning put agriculture
  in its proper place to reach our target of 480 mln tonnes by
  the year 2000,"" he said. ""We must avoid the situation in recent
  years of importing more than 10 mln tonnes of grain.""
      The paper quoted Deng as saying that the State Council has
  decided to raise the price of five grains, including corn and
  rice, unchanged since 1978, but it gave no details.
  

"
0,"MORE HEAVY RAINS IN ARGENTINE GRAIN AREAS
  Heavy rains fell again in
  Argentina's main grain growing areas in the week to yesterday,
  trade sources said.
      Rains fell heaviest early in the week, and in particularly
  high volume in Buenos Aires province, Cordoba, La Pampa and
  Santa Fe provinces.
      Rainfall totalled between 20 and 290 mm in Buenos Aires,
  heaviest in western sectors of the province, 20 to 145 mm in La
  Pampa, 25 to 120 mm in Cordoba, and 10 to 75 mm in Santa Fe.
  Rainfall was lighter in other provinces.
      Rainfall totalled from five to 50 mm in Corrientes, five to
  31 mm in San Luis, five to 30 mm in Entre Rios, three to 20 mm
  in Misiones, 11 to 17 mm in Formosa and one to eight mm in
  Chaco.
      Growers said it was still too early to tell whether the
  rains had damaged crops, though they said maize and sunflower
  crops may have suffered.
      Harvesting of both those crops and sorghum was paralysed by
  the bad weather. For harvesting to resume as normal, the rains
  would have to stop long enough for the soil to dry and allow
  farm machinery to operate.
      The rains caused flooding in western and northwestern
  Buenos Aires, as more than 750 mm have fallen in some areas
  there since February 23 while the annual average is 1,200 mm.
      Flooded areas total between 1.2 and 1.5 mln hectares,
  Buenos Aires province governor Alejandro Armendariz said after
  flying over the flooded area.
      Agriculture Secretary Ernesto Figueras said only 500,000
  hectares of the area now flooded had been planted, and that
  200,000 to 300,000 hectares could be lost. Growers said large
  parts of the flooded areas were not planted because they are
  low-lying and flood easily.
      Trade sources said it was certain crops were damaged by the
  heavy rains but it was too early to tell the exact extent of
  the damage. They said it was likely rain combined with high
  winds uprooted many sunflower and maize plants.
      The sunflower harvest moved forward in the centre and south
  of Cordoba and Santa Fe and got underway in a few isolated
  areas of northern Buenos Aires. Growers have harvested between
  15 and 18 pct of total planted area, up from seven to nine pct
  a week ago.
      Estimates of the total volume of the sunflower crop were
  revised downward in light of the bad weather.
      Estimates for total crop ranged from 2.3 to 2.6 mln tonnes,
  down from 2.4 to 2.7 mln tonnes estimated last week and down
  34.1 to 41.5 pct from last year's record harvest of 4.1 mln
  tonnes.
      Maize harvesting also advanced, reaching between 13 and 15
  pct of total planted area compared to seven to nine pct a week
  ago. The maize harvest is expected to total between 10 and 10.2
  mln tonnes, down from the 10 to 10.4 mln tonnes estimated a
  week ago.
      Last year's maize harvest totalled 12.8 mln tonnes,
  according to official figures.
      Soybean production estimates were revised downward, to 7.8
  to 8.2 mln tonnes compared to estimates of eight to 8.4 mln
  tonnes a week ago. Last year's soybean harvest totalled 7.1 mln
  tonnes, according to official figures.
      Sorghum harvesting moved slowly forward, reaching between
  four and six pct of total planted area, compared to two to four
  pct a week ago.
      Sorghum production estimates remained steady at 3.2 to 3.5
  mln tonnes, down 16.7 to 22 pct from the 4.1 to 4.2 mln tonnes
  produced in the last harvest.
  

"
1,"PANAMANIAN WHEAT SHIP STILL GROUNDED OFF SYRIA
  The Panamanian bulk carrier Juvena is
  still aground outside Tartous, Syria, despite discharging 6,400
  tons of its 39,000-ton cargo of wheat, and water has entered
  the engine-room due to a crack in the vessel bottom, Lloyds
  Shipping Intelligence Service said.
      The Juvena, 53,351 tonnes dw, ran aground outside Tartous
  port basin breakwater on February 25 in heavy weather and rough
  seas.
  

"
0,"JAPAN ACTIVELY BOUGHT U.S. CORN LAST WEEK - TRADE
  Japanese feed and starch makers actively
  bought U.S. Corn last week, C and F basis, for July/September
  shipment in view of bullish freight rates following active
  inquiries by the Soviet Union, trade sources said.
      Some said the makers were seen buying some 30 pct of their
  requirements, estimated at about three mln tonnes for the
  three-month shipment period.
      ""Belief is growing that freight rates will not decline
  sharply from current high levels even in the usually sluggish
  summer season because the Soviet Union's chartering is seen
  continuing five to seven months from April,"" one source said.
      The sources said Japanese trading houses were seen covering
  a total of 500,000 tonnes of Chinese corn for shipment in May
  to October. But they are believed to have not yet sold most of
  the corn to end-users in anticipation of further corn price
  rises in the world market.
      Supply from Argentina and South Africa for July/September
  is still uncertain. But the sources forecast supplies from
  Argentina may fall to 400,000 to 500,000 tonnes from an
  anticipated 800,000 in calendar 1987 and from South Africa to
  700,000 to 800,000 tonnes from an estimated one mln in light of
  tighter export availability.
  

"
1,"SRI LANKA TENDERING OVERNIGHT FOR WHEAT
  Sri lanka will tender overnight for
  52,500 tonnes of U.S., Canadian and/or Australian wheats for
  April 8/16 shipment, under the Export Enhancement Program if
  U.S. origin, U.S. exporters said.
  

"
0,"USDA SAID UNLIKELY TO BROADEN CORN BONUS OFFER
  The U.S. Agriculture Department
  probably will not offer a two dlr per bushel bonus payment to
  corn farmers for any erodible cropland they enrolled in the
  conservation reserve program last year, an aide to USDA
  Secretary Richard Lyng said.
      Sen. Charles Grassley (R-Iowa) said yesterday that Lyng had
  indicated he would consider giving those farmers the same two
  dlr bonus offered corn farmers who are signing up for the 1987
  program this month.
      But the aide to Lyng said it was doubtful that the
  department would offer a retroactive bonus to farmers who
  enrolled land in the 10-year conservation reserve last year.
      ""How are you going to stop the tide,"" he said, referring to
  demands that would follow from other commodity groups.
  

"
0,"USDA REPORTS CORN SOLD TO USSR, TAIWAN
  The U.S. Agriculture Department said
  private U.S. exporters reported new sales of 900,000 tonnes of
  corn to the Soviet Union and 350,000 tonnes of corn switched
  from previously announced unknown destinations to the USSR.
      The corn is for delivery during the 1986/87 marketing year
  and under the fourth year of the U.S.-USSR Long Term Grain
  Supply Agreement, the USDA said.
      The department said exporters also reported corn sales of
  143,000 tonnes for delivery to Taiwan, with 56,000 tonnes for
  shipment in the 1986/87 season and the balance for shipment in
  the 1987/88 year.
      The marketing year for corn began September 1.
      Sales of corn to the USSR for delivery during the fourth
  year of the agreement, which ends this September 30, now total
  2.25 mln tonnes.
  

"
1,"U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 17,683 WHEAT 20,717 CORN 36,581

  U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 17,683 WHEAT 20,717 CORN 36,581
  

"
1,"CCC CREDITS FOR MEXICO SWITCHED TO WHEAT--USDA
  The Commodity Credit Corporation
  (CCC) has switched 10 mln dlrs in credit guarantees to Mexico
  to cover purchases of U.S. wheat, the U.S. Agriculture
  Department said.
      The credit guarantees were previously earmarked for sales
  of U.S. dry edible beans and rice, it said.
      The action reduces the guarantee lines previously
  authorized of dry edible beans to by five mln dlrs to 45 mln
  dlrs and for rice from five mln to zero and increases coverage
  for wheat sales from five mln to 15 mln dlrs.
  

"
1,"GRAIN RESERVE HOLDINGS -- USDA
  The U.S. Agriculture Department gave
  a preliminary breakdown of grain in the Farmer-Owned Grain
  Reserve as of April 1, with comparisons, based on telephone
  reports from farmers filed with the department's Kansas City
  field office, in mln bushels --
             April 1   Previous
   Wheat     657.6      659.7
   Corn    1,406.5    1,397.0
   Sorghum    95.8       95.5
   Barley    122.1      122.0
   Oats        3.7        3.7
  

"
1,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED
  French operators have requested licences
  to export 422,000 tonnes of free market maize, 212,000 tonnes
  of barley and 20,000 tonnes of feed wheat at today's EC tender,
  trade sources said.
      For the maize, rebates requested range between 129.25 and
  138.74 European currency units per tonne, for the barley
  between 138.94 and 145 Ecus and for feed wheat 141.75 Ecus.
  

"
1,"SOVIET UNION FEATURES IN U.K. GRAIN EXPORTS
  The Soviet Union featured prominently in
  U.K. Grain exports outside the EC for the period July 1/March
  13, taking a combined total of 1.10 mln tonnes of wheat and
  barley out of all-destination U.K. Exports of 7.16 mln tonnes,
  the Home Grown Cereals Authority said, quoting provisional
  Customs and Excise figures.
      The Soviet total comprises 634,000 tonnes of wheat and
  472,000 tonnes of barley. Grain traders said the figures
  understate shipments already made by several thousand tonnes
  and they expect total U.K. Grain exports to the USSR this
  season to reach 2.5 mln tonnes, comprising 1.5 mln wheat/1.0
  mln barley.
  

"
0,"U.S. CONSERVATION SIGNUP SEEN 10 TO 12 MLN ACRES
  Grain traders and analysts look for a
  10 to 12 mln acre sign-up in the USDA's conservation reserve
  program, scheduled to be announced after 1400 CST today.
      The USDA probably will accept about 80 to 90 pct of the
  acres submitted, they said.
      Total enrollment in the first three years of the program is
  only 8.9 mln acres, so the sharp increase expected this year
  has underpinned new crop corn futures all week.
      However, some analysts said a 10 to 12 mln acre sign-up may
  end up being negative to new crop corn prices, citing trade
  talk earlier this year that 14 to 15 mln acres may be submitted
  by farmers. Also, acres set-aside under the conservation
  program are by definition poor yielding, so the impact on total
  corn production will be minimal, they added.
  

"
1,"SHULTZ USSR TRIP FUELS TALK OF EEP WHEAT OFFER
  Speculation the United States will
  offer subsidized wheat to the Soviet Union appears to have
  reached a new level of intensity in the run-up to Secretary of
  State George Shultz' visit later this month to Moscow.
      Rumors of an impending deal have coursed through wheat
  markets since officials from the two countries held their
  customary, semi-annual grain talks in February. Moscow's
  decision at that time to reenter the U.S. corn market
  strengthened the perception of warming farm trade prospects.
      Shultz is set to arrive in Moscow April 13.
  

"
1,"GRAIN RESERVE HOLDINGS BREAKDOWN
  The U.S. Agriculture Department gave
  the following breakdown of grain remaining in the farmer-owned
  grain reserve as of April 1, in mln bushels, by reserve number
  --
               I    II  III    IV      V      VI
   Wheat      nil  nil  0.1   0.3    10.5  479.7
   Corn        --   --   --   4.1 1,231.9     --
   Sorghum-x   --   --   --   0.1    38.8     --
   Barley      --   --   --   0.1    73.9     --
   x - mln cwts. Note - USDA says above totals may not match
  total in reserve numbers.
  

"
1,"USSR SEEN LIKELY TO HONOR CORN COMMITMENT
  The Soviet Union will likely honor
  its commitment with the United States to buy a minimum of four
  mln tonnes of corn this year, an Agriculture Department
  official said.
      ""They have always honoured the agreement, and there's no
  reason now to think they won't this year,"" he told Reuters.
      ""They have an aggressive buying campaign from the European
  Community, from Canada, from the U.S. They're active buyers
  from all sources at this point,"" the official said in
  explaining why the Department raised its Soviet grain imports
  estimate today by three mln tonnes to 26 mln tonnes.
      This is a dramatic shift from just a few months ago when
  analysts were saying the USSR might not buy any U.S. corn for
  the first time in 15 years.
      A drawdown of corn supplies in China and Argentina, concern
  over Soviet winter crops, and increasing competition for U.S.
  corn were all cited as possible factors in creating Moscow's
  recent interest.
      Lower corn production prospects in some major supplying
  countries have stirred activity from big buyers such as Japan,
  and the Soviets are also closely watching the situation, the
  official said.
      ""The Soviets will try to out-capitalize the capitalists""
  and buy corn before prices get too high, the official said. ""As
  soon as they need corn, they'll buy it,"" he added.
      USDA has confirmed one mln tonnes of corn sold to the
  Soviet Union, but both U.S. and Soviet analysts have said the
  purchases stand at 1.5 mln tonnes.
      The USDA official would not speculate on when the Soviets
  would enter the U.S. market again.
      ""There has definitely been an evolving mind set -- from the
  situation of slow grain buying a couple months ago to one of
  frenetic buying now,"" the official said.
      However, the situation in wheat is ""a different story,"" he
  said. Greater world supplies of wheat, heavier Soviet purchase
  commitments and less competitive U.S. wheat prices make Soviet
  purchases of U.S. wheat less likely, he said.
      Speculation has continued for several days that the U.S.
  is considering making an export bonus wheat subsidy offer to
  the Soviets, but U.S. officials have provided no confirmation.
  

"
1,"CCC ACCEPTS BONUS BID ON WHEAT FLOUR TO IRAQ
  The Commodity Credit Corporation,
  CCC, has accepted bids for export bonuses to cover sales of
  25,000 tonnes of wheat flour to Iraq, the U.S. Agriculture
  Department said.
      The department said the bonuses awarded averaged 116.84
  dlrs per tonne.
      The shipment periods are March 15-April 20 (12,500 tonnes)
  and April 1-May 5 (12,500 tonnes).
      The bonus awards were made to Peavey Company and will be
  paid in the form of commodities from CCC stocks, it said.
      An additional 175,000 tonnes of wheat flour are still
  available to Iraq under the Export Enhancement Program
  initative announced January 7, 1987, the department said.
  

"
1,"ARGENTINA-BRAZIL TRADE JUMPED 90 PCT IN 1986
  Trade between Argentina and Brazil
  jumped 90 pct in 1986 versus 1985, Foreign Minister Dante
  Caputo said.
      Speaking to reporters, Caputo said the near doubling in
  trade showed the ""tangible and immediate results"" of a wide-
  ranging economic integration accord signed by the presidents of
  both countries last July.
      He said trade last year totalled 1.3 billion dlrs versus
  700 mln dlrs in 1985.
      The accord provided for capital goods trade between the two
  countries to rise to 2.0 billion dlrs over four years.
      Argentine wheat exports to Brazil will increase from
  1,375,000 tonnes in 1987 to 2.0 mln tonnes in 1991, the accord
  said.
  

"
